623,-21
624,-28
625,-34
626,-39
627,-41
628,-44
629,-46
630,-46
631,-48
632,-48
633,-48
634,-49
635,-51
636,-51
637,-52
638,-52
639,-52
640,-52
641,-51
642,-48
643,-43
644,-36
645,-28
646,-18
647,-8
648,0
649,5
650,6
651,4
652,-2
653,-7
654,-12
655,-14
656,-12
657,-8
658,0
659,6
660,10
661,13
662,11
663,9
664,4
665,-1
666,-7
667,-14
668,-24
669,-37
670,-51
671,-67
672,-83
673,-94
674,-103
675,-107
676,-107
677,-106
678,-104
679,-103
680,-104
681,-106
682,-108
683,-110
684,-113
685,-112
686,-113
687,-113
688,-114
689,-116
690,-117
691,-119
692,-121
693,-121
694,-121
695,-121
696,-120
697,-121
698,-123
699,-123
700,-123
701,-124
702,-125
703,-126
704,-128
705,-129
706,-132
707,-134
708,-134
709,-136
710,-135
711,-133
712,-133
713,-131
714,-130
715,-129
716,-129
717,-127
718,-126
719,-124
720,-124
721,-123
722,-123
723,-123
724,-123
725,-121
726,-119
727,-116
728,-112
729,-109
730,-106
731,-103
732,-100
733,-98
734,-96
735,-93
736,-90
737,-87
738,-84
739,-81
740,-79
741,-78
742,-76
743,-76
744,-75
745,-74
746,-73
747,-73
748,-72
749,-71
750,-73
751,-74
752,-76
753,-78
754,-81
755,-84
756,-86
757,-87
758,-89
759,-89
760,-88
761,-87
762,-85
763,-83
764,-80
765,-76
766,-73
767,-69
768,-64
769,-59
770,-54
771,-49
772,-44
773,-40
774,-36
775,-31
776,-28
777,-24
778,-21
779,-20
780,-20
781,-21
782,-23
783,-26
784,-27
785,-29
786,-29
787,-29
788,-28
789,-28
790,-28
791,-27
792,-24
793,-23
794,-18
795,-13
796,-9
797,-3
798,1
799,6
800,10
801,15
802,19
803,23
804,25
805,24
806,24
807,20
808,14
809,8
810,1
811,-6
812,-14
813,-23
814,-33
815,-43
816,-53
817,-63
818,-72
819,-79
820,-84
821,-88
822,-92
823,-94
824,-96
825,-96
826,-95
827,-94
828,-91
829,-87
830,-83
831,-78
832,-73
833,-69
834,-64
835,-60
836,-55
837,-50
838,-45
839,-40
840,-36
841,-30
842,-28
843,-26
844,-29
845,-33
846,-36
847,-39
848,-39
849,-35
850,-26
851,-14
852,-1
853,11
854,17
855,18
856,11
857,-1
858,-15
859,-31
860,-47
861,-62
862,-78
863,-93
864,-108
865,-123
866,-133
867,-138
868,-139
869,-136
870,-129
871,-124
872,-121
873,-120
874,-122
875,-126
876,-131
877,-136
878,-139
879,-142
880,-145
881,-149
882,-153
883,-156
884,-160
885,-163
886,-166
887,-167
888,-168
889,-170
890,-171
891,-173
892,-175
893,-176
894,-176
895,-176
896,-174
897,-174
898,-173
899,-172
900,-171
901,-169
902,-168
903,-166
904,-162
905,-159
906,-157
907,-153
908,-151
909,-149
910,-146
911,-142
912,-138
913,-134
914,-130
915,-124
916,-118
917,-113
918,-106
919,-99
920,-92
921,-86
922,-80
923,-76
924,-71
925,-66
926,-63
927,-58
928,-53
929,-48
930,-43
931,-39
932,-36
933,-33
934,-32
935,-30
936,-28
937,-27
938,-28
939,-28
940,-30
941,-32
942,-35
943,-38
944,-40
945,-41
946,-43
947,-45
948,-46
949,-48
950,-49
951,-49
952,-49
953,-48
954,-45
955,-43
956,-40
957,-37
958,-34
959,-31
960,-26
961,-23
962,-18
963,-15
964,-11
965,-8
966,-5
967,-2
968,2
969,5
970,8
971,9
972,11
973,13
974,14
975,17
976,20
977,26
978,31
979,37
980,43
981,48
982,53
983,56
984,58
985,59
986,59
987,56
988,51
989,44
990,35
991,26
992,14
993,4
994,-7
995,-16
996,-26
997,-34
998,-41
999,-46
1000,-51
1001,-55
1002,-58
1003,-59
1004,-63
1005,-64
1006,-66
1007,-68
1008,-69
1009,-69
1010,-70
1011,-69
1012,-69
1013,-69
1014,-70
1015,-70
1016,-71
1017,-71
1018,-71
1019,-71
1020,-70
1021,-68
1022,-66
1023,-63
1024,-59
1025,-55
1026,-50
1027,-46
1028,-41
1029,-38
1030,-36
1031,-34
1032,-33
1033,-31
1034,-30
1035,-28
1036,-28
1037,-27
1038,-28
1039,-33
1040,-38
1041,-45
1042,-54
1043,-61
1044,-70
1045,-79
1046,-89
1047,-98
1048,-107
1049,-116
1050,-122
1051,-125
1052,-124
1053,-119
1054,-113
1055,-104
1056,-96
1057,-89
1058,-84
1059,-81
1060,-78
1061,-78
1062,-78
1063,-78
1064,-81
1065,-84
1066,-86
1067,-91
1068,-95
1069,-99
1070,-103
1071,-108
1072,-113
1073,-116
1074,-121
1075,-124
1076,-127
1077,-130
1078,-132
1079,-134
1080,-137
1081,-140
1082,-144
1083,-147
1084,-149
1085,-151
1086,-151
1087,-151
1088,-151
1089,-149
1090,-148
1091,-146
1092,-144
1093,-143
1094,-140
1095,-137
1096,-134
1097,-133
1098,-129
1099,-127
1100,-124
1101,-120
1102,-116
1103,-111
1104,-106
1105,-102
1106,-98
1107,-94
1108,-90
1109,-88
1110,-87
1111,-88
1112,-87
1113,-88
1114,-90
1115,-91
1116,-94
1117,-97
1118,-99
1119,-101
1120,-103
1121,-104
1122,-104
1123,-103
1124,-102
1125,-100
1126,-99
1127,-97
1128,-96
1129,-94
1130,-91
1131,-89
1132,-86
1133,-83
1134,-79
1135,-74
1136,-71
1137,-68
1138,-63
1139,-61
1140,-58
1141,-56
1142,-53
1143,-49
1144,-46
1145,-41
1146,-37
1147,-33
1148,-30
1149,-28
1150,-25
1151,-23
1152,-21
1153,-20
1154,-19
1155,-18
1156,-16
1157,-16
1158,-17
1159,-18
1160,-19
1161,-20
1162,-22
1163,-26
1164,-27
1165,-29
1166,-34
1167,-37
1168,-39
1169,-43
1170,-44
1171,-46
1172,-47
1173,-48
1174,-47
1175,-47
1176,-47
1177,-45
1178,-44
1179,-41
1180,-39
1181,-36
1182,-33
1183,-31
1184,-28
1185,-25
1186,-21
1187,-18
1188,-15
1189,-14
1190,-14
1191,-13
1192,-11
1193,-3
1194,9
1195,26
1196,48
1197,68
1198,83
1199,89
1200,86
1201,73
1202,56
1203,35
1204,14
1205,-4
1206,-21
1207,-37
1208,-53
1209,-68
1210,-83
1211,-93
1212,-98
1213,-98
1214,-91
1215,-82
1216,-71
1217,-61
1218,-54
1219,-51
1220,-50
1221,-52
1222,-58
1223,-64
1224,-74
1225,-85
1226,-97
1227,-110
1228,-121
1229,-129
1230,-134
1231,-135
1232,-135
1233,-133
1234,-131
1235,-131
1236,-131
1237,-130
1238,-129
1239,-126
1240,-125
1241,-123
1242,-121
1243,-122
1244,-123
1245,-124
1246,-126
1247,-126
1248,-124
1249,-123
1250,-120
1251,-119
1252,-118
1253,-118
1254,-116
1255,-115
1256,-114
1257,-112
1258,-111
1259,-109
1260,-108
1261,-107
1262,-106
1263,-106
1264,-106
1265,-104
1266,-103
1267,-101
1268,-100
1269,-98
1270,-97
1271,-95
1272,-92
1273,-90
1274,-88
1275,-86
1276,-84
1277,-83
1278,-82
1279,-80
1280,-78
1281,-76
1282,-74
1283,-71
1284,-69
1285,-68
1286,-66
1287,-64
1288,-63
1289,-61
1290,-59
1291,-57
1292,-53
1293,-51
1294,-49
1295,-46
1296,-44
1297,-43
1298,-44
1299,-46
1300,-48
1301,-51
1302,-56
1303,-60
1304,-65
1305,-71
1306,-77
1307,-84
1308,-91
1309,-98
1310,-106
1311,-114
1312,-122
1313,-129
1314,-135
1315,-139
1316,-141
1317,-141
1318,-138
1319,-133
1320,-124
1321,-114
1322,-103
1323,-91
1324,-78
1325,-68
1326,-57
1327,-48
1328,-40
1329,-31
1330,-23
1331,-17
1332,-9
1333,-4
1334,0
1335,2
1336,1
1337,-1
1338,-4
1339,-10
1340,-16
1341,-22
1342,-28
1343,-33
1344,-38
1345,-43
1346,-46
1347,-49
1348,-51
1349,-53
1350,-52
1351,-51
1352,-49
1353,-48
1354,-46
1355,-45
1356,-44
1357,-45
1358,-44
1359,-46
1360,-46
1361,-44
1362,-44
1363,-42
1364,-39
1365,-37
1366,-36
1367,-34
1368,-34
1369,-34
1370,-35
1371,-36
1372,-36
1373,-38
1374,-39
1375,-40
1376,-41
1377,-44
1378,-44
1379,-47
1380,-49
1381,-49
1382,-49
1383,-49
1384,-47
1385,-44
1386,-41
1387,-36
1388,-32
1389,-29
1390,-26
1391,-23
1392,-21
1393,-19
1394,-16
1395,-14
1396,-10
1397,-8
1398,-7
1399,-6
1400,-7
1401,-9
1402,-9
1403,-11
1404,-11
1405,-11
1406,-11
1407,-12
1408,-13
1409,-15
1410,-17
1411,-19
1412,-21
1413,-23
1414,-24
1415,-26
1416,-26
1417,-28
1418,-29
1419,-31
1420,-33
1421,-35
1422,-39
1423,-43
1424,-47
1425,-53
1426,-58
1427,-64
1428,-70
1429,-77
1430,-83
1431,-89
1432,-96
1433,-103
1434,-109
1435,-116
1436,-122
1437,-127
1438,-131
1439,-135
1440,-138
1441,-140
1442,-142
1443,-146
1444,-148
1445,-150
1446,-151
1447,-151
1448,-151
1449,-150
1450,-148
1451,-146
1452,-145
1453,-143
1454,-141
1455,-139
1456,-134
1457,-129
1458,-123
1459,-118
1460,-113
1461,-106
1462,-101
1463,-96
1464,-91
1465,-86
1466,-81
1467,-76
1468,-72
1469,-69
1470,-65
1471,-63
1472,-61
1473,-61
1474,-59
1475,-60
1476,-59
1477,-59
1478,-61
1479,-64
1480,-67
1481,-71
1482,-76
1483,-81
1484,-89
1485,-96
1486,-105
1487,-114
1488,-121
1489,-128
1490,-136
1491,-140
1492,-144
1493,-146
1494,-146
1495,-144
1496,-140
1497,-135
1498,-129
1499,-121
1500,-114
1501,-106
1502,-98
1503,-91
1504,-84
1505,-78
1506,-74
1507,-71
1508,-69
1509,-68
1510,-68
1511,-68
1512,-69
1513,-71
1514,-71
1515,-72
1516,-73
1517,-74
1518,-76
1519,-77
1520,-76
1521,-75
1522,-73
1523,-69
1524,-66
1525,-61
1526,-55
1527,-50
1528,-44
1529,-39
1530,-35
1531,-33
1532,-32
1533,-33
1534,-34
1535,-37
1536,-39
1537,-42
1538,-43
1539,-45
1540,-47
1541,-49
1542,-51
1543,-53
1544,-54
1545,-54
1546,-53
1547,-53
1548,-51
1549,-49
1550,-49
1551,-48
1552,-46
1553,-45
1554,-43
1555,-39
1556,-36
1557,-32
1558,-28
1559,-26
1560,-24
1561,-22
1562,-22
1563,-21
1564,-19
1565,-15
1566,-9
1567,-2
1568,6
1569,13
1570,18
1571,23
1572,26
1573,28
1574,29
1575,30
1576,30
1577,28
1578,24
1579,18
1580,9
1581,1
1582,-8
1583,-15
1584,-18
1585,-19
1586,-16
1587,-14
1588,-11
1589,-8
1590,-6
1591,-6
1592,-6
1593,-6
1594,-8
1595,-8
1596,-11
1597,-14
1598,-18
1599,-22
1600,-26
1601,-28
1602,-31
1603,-33
1604,-36
1605,-38
1606,-43
1607,-49
1608,-55
1609,-61
1610,-66
1611,-70
1612,-74
1613,-77
1614,-81
1615,-84
1616,-87
1617,-89
1618,-91
1619,-94
1620,-96
1621,-98
1622,-101
1623,-105
1624,-108
1625,-112
1626,-115
1627,-118
1628,-121
1629,-124
1630,-126
1631,-128
1632,-129
1633,-130
1634,-129
1635,-127
1636,-123
1637,-120
1638,-116
1639,-113
1640,-109
1641,-108
1642,-106
1643,-104
1644,-101
1645,-99
1646,-97
1647,-94
1648,-93
1649,-93
1650,-92
1651,-93
1652,-94
1653,-98
1654,-103
1655,-109
1656,-114
1657,-123
1658,-129
1659,-135
1660,-141
1661,-146
1662,-151
1663,-156
1664,-160
1665,-164
1666,-169
1667,-174
1668,-179
1669,-184
1670,-189
1671,-193
1672,-196
1673,-197
1674,-198
1675,-196
1676,-193
1677,-189
1678,-184
1679,-178
1680,-170
1681,-163
1682,-154
1683,-146
1684,-136
1685,-126
1686,-116
1687,-107
1688,-98
1689,-90
1690,-83
1691,-77
1692,-74
1693,-72
1694,-71
1695,-73
1696,-76
1697,-81
1698,-88
1699,-93
1700,-101
1701,-107
1702,-113
1703,-116
1704,-119
1705,-119
1706,-117
1707,-114
1708,-110
1709,-104
1710,-99
1711,-95
1712,-91
1713,-87
1714,-84
1715,-81
1716,-77
1717,-74
1718,-71
1719,-68
1720,-64
1721,-61
1722,-58
1723,-55
1724,-51
1725,-46
1726,-41
1727,-35
1728,-30
1729,-25
1730,-20
1731,-16
1732,-11
1733,-8
1734,-4
1735,-2
1736,1
1737,4
1738,7
1739,11
1740,14
1741,19
1742,23
1743,27
1744,30
1745,33
1746,35
1747,37
1748,38
1749,39
1750,41
1751,43
1752,45
1753,46
1754,47
1755,47
1756,46
1757,47
1758,45
1759,43
1760,39
1761,35
1762,31
1763,28
1764,26
1765,24
1766,25
1767,24
1768,26
1769,28
1770,29
1771,31
1772,31
1773,31
1774,31
1775,29
1776,27
1777,23
1778,18
1779,12
1780,4
1781,-4
1782,-12
1783,-20
1784,-30
1785,-38
1786,-46
1787,-53
1788,-59
1789,-64
1790,-68
1791,-71
1792,-75
1793,-79
1794,-82
1795,-86
1796,-89
1797,-91
1798,-94
1799,-95
1800,-96
1801,-98
1802,-101
1803,-105
1804,-109
1805,-113
1806,-114
1807,-116
1808,-117
1809,-117
1810,-118
1811,-121
1812,-122
1813,-124
1814,-126
1815,-127
1816,-126
1817,-125
1818,-124
1819,-123
1820,-122
1821,-121
1822,-121
1823,-119
1824,-118
1825,-115
1826,-113
1827,-113
1828,-114
1829,-114
1830,-117
1831,-118
1832,-119
1833,-121
1834,-121
1835,-123
1836,-126
1837,-131
1838,-136
1839,-144
1840,-149
1841,-155
1842,-159
1843,-162
1844,-164
1845,-164
1846,-165
1847,-164
1848,-163
1849,-162
1850,-159
1851,-157
1852,-154
1853,-150
1854,-145
1855,-140
1856,-134
1857,-126
1858,-118
1859,-109
1860,-99
1861,-90
1862,-81
1863,-74
1864,-68
1865,-62
1866,-58
1867,-53
1868,-48
1869,-44
1870,-41
1871,-41
1872,-40
1873,-40
1874,-41
1875,-43
1876,-44
1877,-44
1878,-46
1879,-48
1880,-51
1881,-55
1882,-62
1883,-69
1884,-76
1885,-84
1886,-91
1887,-95
1888,-99
1889,-101
1890,-100
1891,-98
1892,-95
1893,-89
1894,-85
1895,-79
1896,-73
1897,-68
1898,-62
1899,-55
1900,-48
1901,-38
1902,-29
1903,-19
1904,-9
1905,-4
1906,-1
1907,2
1908,6
1909,14
1910,29
1911,49
1912,73
1913,98
1914,118
1915,129
1916,131
1917,123
1918,109
1919,91
1920,74
1921,59
1922,47
1923,36
1924,24
1925,11
1926,-3
1927,-14
1928,-21
1929,-23
1930,-19
1931,-12
1932,-3
1933,6
1934,13
1935,16
1936,21
1937,23
1938,25
1939,28
1940,28
1941,27
1942,23
1943,19
1944,14
1945,13
1946,12
1947,15
1948,19
1949,22
1950,23
1951,22
1952,16
1953,9
1954,1
1955,-8
1956,-15
1957,-23
1958,-31
1959,-39
1960,-48
1961,-56
1962,-63
1963,-68
1964,-71
1965,-74
1966,-76
1967,-78
1968,-81
1969,-84
1970,-88
1971,-91
1972,-93
1973,-96
1974,-98
1975,-101
1976,-104
1977,-109
1978,-113
1979,-117
1980,-119
1981,-121
1982,-123
1983,-126
1984,-129
1985,-134
1986,-139
1987,-144
1988,-147
1989,-150
1990,-153
1991,-154
1992,-157
1993,-159
1994,-162
1995,-164
1996,-166
1997,-166
1998,-165
1999,-164
2000,-163
2001,-163
2002,-163
2003,-162
2004,-163
2005,-161
2006,-160
2007,-159
2008,-157
2009,-154
2010,-154
2011,-152
2012,-151
2013,-149
2014,-148
2015,-146
2016,-144
2017,-143
2018,-142
2019,-141
2020,-141
2021,-141
2022,-142
2023,-142
2024,-143
2025,-144
2026,-146
2027,-150
2028,-152
2029,-155
2030,-158
2031,-159
2032,-161
2033,-164
2034,-166
2035,-168
2036,-169
2037,-169
2038,-168
2039,-166
2040,-163
2041,-159
2042,-154
2043,-147
2044,-141
2045,-132
2046,-123
2047,-113
2048,-102
2049,-90
2050,-80
2051,-70
2052,-60
2053,-51
2054,-42
2055,-33
2056,-26
2057,-19
2058,-13
2059,-8
2060,-1
2061,4
2062,9
2063,13
2064,17
2065,19
2066,21
2067,21
2068,19
2069,18
2070,15
2071,13
2072,11
2073,7
2074,4
2075,1
2076,-3
2077,-6
2078,-8
2079,-11
2080,-11
2081,-13
2082,-13
2083,-12
2084,-11
2085,-9
2086,-4
2087,1
2088,6
2089,12
2090,18
2091,23
2092,28
2093,32
2094,36
2095,39
2096,43
2097,47
2098,50
2099,53
2100,56
2101,59
2102,61
2103,64
2104,66
2105,66
2106,68
2107,71
2108,73
2109,76
2110,79
2111,83
2112,86
2113,89
2114,91
2115,96
2116,98
2117,99
2118,100
2119,100
2120,98
2121,95
2122,91
2123,87
2124,83
2125,78
2126,74
2127,69
2128,64
2129,59
2130,53
2131,44
2132,36
2133,27
2134,16
2135,7
2136,-2
2137,-9
2138,-16
2139,-20
2140,-23
2141,-25
2142,-27
2143,-29
2144,-31
2145,-34
2146,-38
2147,-42
2148,-47
2149,-53
2150,-61
2151,-70
2152,-79
2153,-89
2154,-99
2155,-108
2156,-115
2157,-121
2158,-128
2159,-134
2160,-141
2161,-146
2162,-151
2163,-156
2164,-160
2165,-165
2166,-171
2167,-177
2168,-185
2169,-193
2170,-201
2171,-208
2172,-214
2173,-220
2174,-226
2175,-231
2176,-236
2177,-240
2178,-243
2179,-243
2180,-244
2181,-243
2182,-242
2183,-241
2184,-239
2185,-238
2186,-236
2187,-233
2188,-229
2189,-225
2190,-221
2191,-218
2192,-216
2193,-213
2194,-211
2195,-208
2196,-202
2197,-196
2198,-190
2199,-182
2200,-175
2201,-169
2202,-163
2203,-156
2204,-151
2205,-145
2206,-139
2207,-133
2208,-128
2209,-123
2210,-120
2211,-117
2212,-116
2213,-116
2214,-116
2215,-116
2216,-118
2217,-118
2218,-121
2219,-121
2220,-124
2221,-125
2222,-124
2223,-123
2224,-120
2225,-116
2226,-113
2227,-109
2228,-105
2229,-101
2230,-96
2231,-91
2232,-85
2233,-79
2234,-74
2235,-68
2236,-62
2237,-56
2238,-50
2239,-44
2240,-38
2241,-31
2242,-24
2243,-18
2244,-12
2245,-6
2246,-1
2247,4
2248,10
2249,16
2250,20
2251,24
2252,27
2253,28
2254,29
2255,28
2256,26
2257,23
2258,19
2259,15
2260,12
2261,6
2262,1
2263,-3
2264,-9
2265,-14
2266,-20
2267,-26
2268,-31
2269,-34
2270,-35
2271,-33
2272,-28
2273,-22
2274,-13
2275,-3
2276,8
2277,20
2278,33
2279,46
2280,58
2281,70
2282,81
2283,91
2284,101
2285,111
2286,121
2287,131
2288,140
2289,149
2290,156
2291,163
2292,169
2293,176
2294,184
2295,192
2296,196
2297,196
2298,189
2299,174
2300,152
2301,125
2302,97
2303,73
2304,53
2305,39
2306,29
2307,22
2308,14
2309,5
2310,-8
2311,-20
2312,-30
2313,-39
2314,-44
2315,-47
2316,-48
2317,-49
2318,-51
2319,-56
2320,-61
2321,-67
2322,-73
2323,-79
2324,-86
2325,-93
2326,-99
2327,-104
2328,-109
2329,-112
2330,-113
2331,-112
2332,-111
2333,-108
2334,-107
2335,-106
2336,-106
2337,-106
2338,-106
2339,-106
2340,-108
2341,-108
2342,-111
2343,-115
2344,-120
2345,-126
2346,-130
2347,-134
2348,-138
2349,-143
2350,-146
2351,-149
2352,-153
2353,-156
2354,-159
2355,-162
2356,-165
2357,-168
2358,-171
2359,-174
2360,-178
2361,-181
2362,-186
2363,-189
2364,-192
2365,-195
2366,-197
2367,-199
2368,-201
2369,-203
2370,-203
2371,-204
2372,-202
2373,-200
2374,-198
2375,-194
2376,-192
2377,-188
2378,-184
2379,-179
2380,-176
2381,-172
2382,-169
2383,-166
2384,-164
2385,-162
2386,-159
2387,-155
2388,-151
2389,-146
2390,-139
2391,-136
2392,-131
2393,-129
2394,-129
2395,-128
2396,-128
2397,-128
2398,-127
2399,-127
2400,-128
2401,-128
2402,-129
2403,-132
2404,-133
2405,-133
2406,-133
2407,-130
2408,-126
2409,-122
2410,-118
2411,-111
2412,-106
2413,-101
2414,-95
2415,-90
2416,-85
2417,-81
2418,-78
2419,-74
2420,-73
2421,-71
2422,-69
2423,-68
2424,-66
2425,-63
2426,-59
2427,-55
2428,-51
2429,-46
2430,-39
2431,-33
2432,-26
2433,-20
2434,-16
2435,-13
2436,-10
2437,-9
2438,-10
2439,-11
2440,-13
2441,-14
2442,-16
2443,-19
2444,-21
2445,-23
2446,-25
2447,-26
2448,-27
2449,-28
2450,-29
2451,-29
2452,-29
2453,-28
2454,-24
2455,-19
2456,-11
2457,-3
2458,6
2459,15
2460,24
2461,33
2462,41
2463,49
2464,58
2465,65
2466,72
2467,79
2468,85
2469,89
2470,93
2471,96
2472,98
2473,98
2474,98
2475,97
2476,95
2477,93
2478,89
2479,84
2480,81
2481,75
2482,69
2483,64
2484,60
2485,55
2486,51
2487,48
2488,45
2489,43
2490,41
2491,39
2492,38
2493,34
2494,30
2495,24
2496,18
2497,10
2498,2
2499,-5
2500,-11
2501,-17
2502,-21
2503,-24
2504,-29
2505,-35
2506,-42
2507,-50
2508,-58
2509,-66
2510,-72
2511,-75
2512,-77
2513,-78
2514,-76
2515,-74
2516,-73
2517,-71
2518,-70
2519,-69
2520,-68
2521,-69
2522,-71
2523,-76
2524,-81
2525,-89
2526,-97
2527,-106
2528,-113
2529,-119
2530,-127
2531,-133
2532,-138
2533,-142
2534,-146
2535,-150
2536,-153
2537,-154
2538,-156
2539,-156
2540,-156
2541,-157
2542,-157
2543,-158
2544,-158
2545,-159
2546,-159
2547,-160
2548,-159
2549,-159
2550,-161
2551,-161
2552,-163
2553,-164
2554,-165
2555,-165
2556,-163
2557,-161
2558,-158
2559,-156
2560,-153
2561,-149
2562,-146
2563,-142
2564,-138
2565,-132
2566,-127
2567,-122
2568,-118
2569,-114
2570,-111
2571,-109
2572,-106
2573,-104
2574,-101
2575,-99
2576,-97
2577,-94
2578,-91
2579,-89
2580,-86
2581,-83
2582,-81
